raw_text,text_tfidf,text_bert,time
﻿﻿테슬라 반만큼이라도 오르자~ 가오가 있지~,테슬라 반만큼이라도 오르자 가오가 있지,테슬라 반만큼이라도 오르자 가오가 있지,2025-03-24T23:27:04+09:00
﻿﻿괜이들어왓나..,괜이들어왓나,괜이들어왓나..,2025-04-01T20:16:01+09:00
﻿﻿그러니 숏…  이라고 하고 싶지만 트럼프 관세 완화 소식에 롱,그러니 숏 이라고 하고 싶지만 트럼프 관세 완화 소식에 롱,그러니 숏 이라고 하고 싶지만 트럼프 관세 완화 소식에 롱,2025-03-24T22:13:54+09:00
﻿﻿ㅊㅁ,,ㅊㅁ,2025-03-27T06:29:00+09:00
﻿﻿4월2일에 관세발표있어서 하락하는건가요?,4월2일에 관세발표있어서 하락하는건가요,4월2일에 관세발표있어서 하락하는건가요?,2025-03-28T23:20:42+09:00
﻿﻿저가매수,저가매수,저가매수,2025-03-28T22:12:58+09:00
﻿﻿자세한 내용은 기억이 안남. 몇일전에 비트코인 관련하여 여기에 글 써 주시면서 엔비가 102 ~105불까지는 떨어질거다. 여기까지는 찍는다 말씀 주셔서 ㅇㅋ 그 글 읽고 기다려보자 하고 106불에 들어왔는데 ㅋㅋ 그 분 인사이트 대박ㅋㅋ 대체 어떻게 공부하신건지ㅋㅋ WOW 이제 엔비 올라가면 좋겠다,자세한 내용은 기억이 안남 몇일전에 비트코인 관련하여 여기에 글 써 주시면서 엔비가 102 105불까지는 떨어질거다 여기까지는 찍는다 말씀 주셔서 그 글 읽고 기다려보자 하고 106불에 들어왔는데 그 분 인사이트 대박 대체 어떻게 공부하신건지 WOW 이제 엔비 올라가면 좋겠다,자세한 내용은 기억이 안남. 몇일전에 비트코인 관련하여 여기에 글 써 주시면서 엔비가 102 105불까지는 떨어질거다. 여기까지는 찍는다 말씀 주셔서 ㅇㅋ 그 글 읽고 기다려보자 하고 106불에 들어왔는데 ㅋㅋ 그 분 인사이트 대박ㅋㅋ 대체 어떻게 공부하신건지ㅋㅋ WOW 이제 엔비 올라가면 좋겠다,2025-04-01T02:12:41+09:00
﻿﻿얼마전에 104도 터치했는디뭐,얼마전에 104도 터치했는디뭐,얼마전에 104도 터치했는디뭐,2025-03-31T12:32:59+09:00
﻿﻿120좀 가자ㅋㅋㅋㅋ 뚫지를 못하네,120좀 가자 뚫지를 못하네,120좀 가자ㅋㅋㅋㅋ 뚫지를 못하네,2025-03-24T20:28:53+09:00
﻿﻿와 몇명을 낚은거야 낚시왕이네???,와 몇명을 낚은거야 낚시왕이네,와 몇명을 낚은거야 낚시왕이네???,2025-03-28T22:34:32+09:00
﻿﻿2월27일 장대음봉 저가에서 노네요,2월27일 장대음봉 저가에서 노네요,2월27일 장대음봉 저가에서 노네요,2025-03-25T23:31:39+09:00
﻿﻿예술이다,예술이다,예술이다,2025-03-24T23:10:24+09:00
﻿﻿황형 아이온큐 살려줘 ㅜㅜ,황형 아이온큐 살려줘,황형 아이온큐 살려줘 ㅜㅜ,2025-03-28T11:37:05+09:00
﻿﻿하루떨어졌다고 멀 일희일비 하고그러시나 그냥 3년만 묻어두면 돈복사될텐데 커뮤글좀 그만보시고 현생사세요,하루떨어졌다고 멀 일희일비 하고그러시나 그냥 3년만 묻어두면 돈복사될텐데 커뮤글좀 그만보시고 현생사세요,하루떨어졌다고 멀 일희일비 하고그러시나 그냥 3년만 묻어두면 돈복사될텐데 커뮤글좀 그만보시고 현생사세요,2025-03-27T11:27:04+09:00
﻿﻿코로나 시대때 양적 완화 적자재정 금리 인하 등등 전세계에 돈이 천문학적으로 풀리면서 미국 나스닥에 4000조 5000조짜리 기업이 나와버렸음.  물론 당시 세계 정부들의 정책 영향도 있었지만 중요한건 코로나 시국 영향으로 세상이 바뀌었는데 사람들이 집구석에서 할게 없어서 주식/코인이나 하다가 전세계 사람들이 금융인이 됐고 울나라 사람들은 갑자기 5명 중 4명이 주식 코인을 보유하게 됐고 미국은 주식을 안하는 사람들을 찾기가 더 힘들어졌고 유럽도 금융을 하는 사람이 2배 이상 늘어버렸음  코로나 시국 영향으로 세상이 바뀌었고 누구나 금융시장에서 벌어서 여가/소비를 즐기는 시대가 왔고 이건 시대적 흐름이지 버블이라고는보기는 힘들 수 있습니다.  한두가지 이유로 버블이 아닌가 걱정하기보다는 종합적으로 판단해야된다는거고요. 이미 2022년도 세계적인 마이너스 성장 시대 심지어 러우전쟁까지 터져도 나스닥이 35프로만 빠지면서 버블이 아니라는걸 보여줬기도 하고요  그러니까 말씀드리고싶은게 올해 단기간에 급락했다고 쫄아있으면 안됩니다. 인간이 느끼는 불필요한 감정은 투자에 전혀 도움이 안되고요. 2022년도 35프로 폭락했을때 주워담은 사람들 올해 억대로 벌었을건데 2025 위기를 기회로 보고 올해 저평가된거 잘 주워담아서 내년 내후년에 다들 수확 잘하시길바랍니다.,코로나 시대때 양적 완화 적자재정 금리 인하 등등 전세계에 돈이 천문학적으로 풀리면서 미국 나스닥에 4000조 5000조짜리 기업이 나와버렸음 물론 당시 세계 정부들의 정책 영향도 있었지만 중요한건 코로나 시국 영향으로 세상이 바뀌었는데 사람들이 집구석에서 할게 없어서 주식코인이나 하다가 전세계 사람들이 금융인이 됐고 울나라 사람들은 갑자기 5명 중 4명이 주식 코인을 보유하게 됐고 미국은 주식을 안하는 사람들을 찾기가 더 힘들어졌고 유럽도 금융을 하는 사람이 2배 이상 늘어버렸음 코로나 시국 영향으로 세상이 바뀌었고 누구나 금융시장에서 벌어서 여가소비를 즐기는 시대가 왔고 이건 시대적 흐름이지 버블이라고는보기는 힘들 수 있습니다 한두가지 이유로 버블이 아닌가 걱정하기보다는 종합적으로 판단해야된다는거고요 이미 2022년도 세계적인 마이너스 성장 시대 심지어 러우전쟁까지 터져도 나스닥이 35프로만 빠지면서 버블이 아니라는걸 보여줬기도 하고요 그러니까 말씀드리고싶은게 올해 단기간에 급락했다고 쫄아있으면 안됩니다 인간이 느끼는 불필요한 감정은 투자에 전혀 도움이 안되고요 2022년도 35프로 폭락했을때 주워담은 사람들 올해 억대로 벌었을건데 2025 위기를 기회로 보고 올해 저평가된거 잘 주워담아서 내년 내후년에 다들 수확 잘하시길바랍니다,코로나 시대때 양적 완화 적자재정 금리 인하 등등 전세계에 돈이 천문학적으로 풀리면서 미국 나스닥에 4000조 5000조짜리 기업이 나와버렸음. 물론 당시 세계 정부들의 정책 영향도 있었지만 중요한건 코로나 시국 영향으로 세상이 바뀌었는데 사람들이 집구석에서 할게 없어서 주식코인이나 하다가 전세계 사람들이 금융인이 됐고 울나라 사람들은 갑자기 5명 중 4명이 주식 코인을 보유하게 됐고 미국은 주식을 안하는 사람들을 찾기가 더 힘들어졌고 유럽도 금융을 하는 사람이 2배 이상 늘어버렸음 코로나 시국 영향으로 세상이 바뀌었고 누구나 금융시장에서 벌어서 여가소비를 즐기는 시대가 왔고 이건 시대적 흐름이지 버블이라고는보기는 힘들 수 있습니다. 한두가지 이유로 버블이 아닌가 걱정하기보다는 종합적으로 판단해야된다는거고요. 이미 2022년도 세계적인 마이너스 성장 시대 심지어 러우전쟁까지 터져도 나스닥이 35프로만 빠지면서 버블이 아니라는걸 보여줬기도 하고요 그러니까 말씀드리고싶은게 올해 단기간에 급락했다고 쫄아있으면 안됩니다. 인간이 느끼는 불필요한 감정은 투자에 전혀 도움이 안되고요. 2022년도 35프로 폭락했을때 주워담은 사람들 올해 억대로 벌었을건데 2025 위기를 기회로 보고 올해 저평가된거 잘 주워담아서 내년 내후년에 다들 수확 잘하시길바랍니다.,2025-03-30T14:44:37+09:00
﻿﻿가야되나 데드켓이가,가야되나 데드켓이가,가야되나 데드켓이가,2025-03-24T20:15:28+09:00
﻿﻿어제 마이너스 800 오늘 마이너스 300 ㅠㅠ,어제 마이너스 800 오늘 마이너스 300,어제 마이너스 800 오늘 마이너스 300 ㅠㅠ,2025-04-01T17:46:20+09:00
﻿﻿엉뚱한 소리하노 얘네는 양 맞어? 양아치드라,엉뚱한 소리하노 얘네는 양 맞어 양아치드라,엉뚱한 소리하노 얘네는 양 맞어? 양아치드라,2025-04-01T06:01:47+09:00
﻿﻿어제 중국 이슈와 더불어 ai칩 수요 하락 예상으로 주가가 하락했는데 젠슨황이 왜 트럼프 취임식에 참석 안하고 중국 갔었는지 생각해 보면 이 문제는 쉽게 해결 될거라 봅니다!!,어제 중국 이슈와 더불어 ai칩 수요 하락 예상으로 주가가 하락했는데 젠슨황이 왜 트럼프 취임식에 참석 안하고 중국 갔었는지 생각해 보면 이 문제는 쉽게 해결 될거라 봅니다,어제 중국 이슈와 더불어 ai칩 수요 하락 예상으로 주가가 하락했는데 젠슨황이 왜 트럼프 취임식에 참석 안하고 중국 갔었는지 생각해 보면 이 문제는 쉽게 해결 될거라 봅니다!!,2025-03-27T14:49:12+09:00
﻿﻿그냥 팔까 말까 하다가 쎄해서 수익 좀만 보고 팔았는데 어제 선택을 잘한거 같네요. 이럴거면 본장전에 팔았어야 했는데 아쉽네,그냥 팔까 말까 하다가 쎄해서 수익 좀만 보고 팔았는데 어제 선택을 잘한거 같네요 이럴거면 본장전에 팔았어야 했는데 아쉽네,그냥 팔까 말까 하다가 쎄해서 수익 좀만 보고 팔았는데 어제 선택을 잘한거 같네요. 이럴거면 본장전에 팔았어야 했는데 아쉽네,2025-03-27T11:16:06+09:00
﻿﻿1818,1818,1818,2025-03-31T09:39:23+09:00
﻿﻿괴리율 왜이러는지 아는 사람들 있어요? 처음보네 이런건,괴리율 왜이러는지 아는 사람들 있어요 처음보네 이런건,괴리율 왜이러는지 아는 사람들 있어요? 처음보네 이런건,2025-04-02T04:02:37+09:00
﻿﻿화아악 꼬라 박습니다,화아악 꼬라 박습니다,화아악 꼬라 박습니다,2025-03-28T23:26:16+09:00
﻿﻿엔비디아 100달러는 든든하네,엔비디아 100달러는 든든하네,엔비디아 100달러는 든든하네,2025-03-31T12:02:55+09:00
﻿﻿이게 개미털기야....??,이게 개미털기야,이게 개미털기야....??,2025-03-26T23:28:20+09:00
﻿﻿16층이지만 20층 올라올거라 믿는다,16층이지만 20층 올라올거라 믿는다,16층이지만 20층 올라올거라 믿는다,2025-03-27T23:47:21+09:00
﻿﻿데이마켓 언재부터 거래가능한가요?? 떨어지는거 보기만하고 추매를 못하네요 ㅜㅜ,데이마켓 언재부터 거래가능한가요 떨어지는거 보기만하고 추매를 못하네요,데이마켓 언재부터 거래가능한가요?? 떨어지는거 보기만하고 추매를 못하네요 ㅜㅜ,2025-03-31T09:21:05+09:00
﻿﻿펀더멘털에 문제 없는 건 세일인 것 같네,펀더멘털에 문제 없는 건 세일인 것 같네,펀더멘털에 문제 없는 건 세일인 것 같네,2025-03-27T20:27:18+09:00
﻿﻿하..,하,하..,2025-03-31T22:46:30+09:00
﻿﻿내가 외화유출범이다~~~,내가 외화유출범이다,내가 외화유출범이다,2025-04-01T23:13:38+09:00
﻿﻿이거 구글 생각나냐 맨날 사람들이 구글 사야 된다 할때 주식 몰라서 안삿는디 이게 그꼴 같냐 몇년 쭈욱 달릴것 같다 ㅋㅋ,이거 구글 생각나냐 맨날 사람들이 구글 사야 된다 할때 주식 몰라서 안삿는디 이게 그꼴 같냐 몇년 쭈욱 달릴것 같다,이거 구글 생각나냐 맨날 사람들이 구글 사야 된다 할때 주식 몰라서 안삿는디 이게 그꼴 같냐 몇년 쭈욱 달릴것 같다 ㅋㅋ,2025-03-24T05:21:00+09:00
﻿﻿테슬라 다음은 너냐?,테슬라 다음은 너냐,테슬라 다음은 너냐?,2025-03-25T00:06:52+09:00
﻿﻿아는 사람잇음 알려줘,아는 사람잇음 알려줘,아는 사람잇음 알려줘,2025-03-28T19:35:49+09:00
﻿﻿와 드디어 이말올 보여주는구나,와 드디어 이말올 보여주는구나,와 드디어 이말올 보여주는구나,2025-03-28T17:55:29+09:00
﻿﻿150 탈환해라,150 탈환해라,150 탈환해라,2025-04-01T18:40:38+09:00
﻿﻿금요일 왠지 잘버틴다했어.. 이 개잡주,금요일 왠지 잘버틴다했어 이 개잡주,금요일 왠지 잘버틴다했어.. 이 개잡주,2025-03-31T09:44:39+09:00
﻿﻿인버스 타면 반등할거 같은데 주식 힘들다  금이랑 콜라랑 p&g를 살껄 껄 껄 껄,인버스 타면 반등할거 같은데 주식 힘들다 금이랑 콜라랑 pg를 살껄 껄 껄 껄,인버스 타면 반등할거 같은데 주식 힘들다 금이랑 콜라랑 pg를 살껄 껄 껄 껄,2025-03-31T20:48:38+09:00
﻿﻿오늘도 조진거 같은데 트럼프 입 계속 터네 아오 ㅅ ㅂ......,오늘도 조진거 같은데 트럼프 입 계속 터네 아오,오늘도 조진거 같은데 트럼프 입 계속 터네 아오 ㅅ ㅂ......,2025-03-26T13:28:08+09:00
﻿﻿ㅇㅂㅇ ㅇㅂㅇ ㅇㅂㅇ,,ㅇㅂㅇ ㅇㅂㅇ ㅇㅂㅇ,2025-03-24T23:53:38+09:00
﻿﻿계단식 히락,계단식 히락,계단식 히락,2025-03-24T22:55:51+09:00
﻿﻿118달러는 지켜주는 저항선 같네요,118달러는 지켜주는 저항선 같네요,118달러는 지켜주는 저항선 같네요,2025-03-26T22:36:22+09:00
﻿﻿여기다,여기다,여기다,2025-03-27T07:10:01+09:00
﻿﻿물통 추가,물통 추가,물통 추가,2025-04-01T07:11:55+09:00
﻿﻿양전 미리 축하,양전 미리 축하,양전 미리 축하,2025-03-27T23:38:01+09:00
﻿﻿쫌 올라가자 ㅇㅈㄱㄷㄱ딛ㄱ,쫌 올라가자 딛,쫌 올라가자 ㅇㅈㄱㄷㄱ딛ㄱ,2025-03-28T23:35:49+09:00
﻿﻿오늘도 음전 마감이뉘~~~,오늘도 음전 마감이뉘,오늘도 음전 마감이뉘,2025-04-01T19:28:19+09:00
﻿﻿교촌 v bbq,교촌 v bbq,교촌 v bbq,2025-03-31T21:01:30+09:00
﻿﻿진짜 좋은 기회네 부럽다 현금가진 사람들,진짜 좋은 기회네 부럽다 현금가진 사람들,진짜 좋은 기회네 부럽다 현금가진 사람들,2025-03-31T17:25:15+09:00
﻿﻿언제까지 지켜봐야하오,언제까지 지켜봐야하오,언제까지 지켜봐야하오,2025-03-31T13:47:17+09:00
﻿﻿1. 나스닥 트럼프 관세 발표 경계심에 강보합.  - 트형 취임하고 이제 2달 지났는데 한 2년 지난거 같다...  2. 미 FDA 백신 책임자 사퇴에 바이오 섹터 주가 하락.  3. 원달러 환율 1474원.  - 한국 경제에 위기의 그림자가 느껴진다.  4. 화웨이 미국의 제재에도 지속적인 성장 작년 전체 매출 22% 성장 자동차는 6배 성장.  5. 미국 제조업 중국보다 경쟁력 뒤쳐져. 전기차(EV) 인공지능(Ai) 반도체 우주 등 미래 핵심 산업에서 중국에 크게 뒤쳐진 것으로 나타나.조선업 생산 능력에서는 500배 차이.  중국 신문 발표가 아니라 일본 닛케이 보도.   6. 남중국해 심해 유전 발견 하루 413배럴 생산 가능성 중국 에너지 자립에 청신호.  7. 김수현 인터뷰 요약 : 김새론이 성인이 된 후 1년간 교제 평범한 연인 가세연과 김새론 부모 측에 120억 손해배상 청구  8. 장제원 전 의원 숨진 채 발견 성폭행 혐의로 고소 당한 상황.  - ? 이건 생각도 못했는데...요새 진짜 내가 모르는 중요한 뭔가가 있나?,1 나스닥 트럼프 관세 발표 경계심에 강보합 트형 취임하고 이제 2달 지났는데 한 2년 지난거 같다 2 미 FDA 백신 책임자 사퇴에 바이오 섹터 주가 하락 3 원달러 환율 1474원 한국 경제에 위기의 그림자가 느껴진다 4 화웨이 미국의 제재에도 지속적인 성장 작년 전체 매출 22 성장 자동차는 6배 성장 5 미국 제조업 중국보다 경쟁력 뒤쳐져 전기차EV 인공지능Ai 반도체 우주 등 미래 핵심 산업에서 중국에 크게 뒤쳐진 것으로 나타나조선업 생산 능력에서는 500배 차이 중국 신문 발표가 아니라 일본 닛케이 보도 6 남중국해 심해 유전 발견 하루 413배럴 생산 가능성 중국 에너지 자립에 청신호 7 김수현 인터뷰 요약 김새론이 성인이 된 후 1년간 교제 평범한 연인 가세연과 김새론 부모 측에 120억 손해배상 청구 8 장제원 전 의원 숨진 채 발견 성폭행 혐의로 고소 당한 상황 이건 생각도 못했는데요새 진짜 내가 모르는 중요한 뭔가가 있나,1. 나스닥 트럼프 관세 발표 경계심에 강보합. 트형 취임하고 이제 2달 지났는데 한 2년 지난거 같다... 2. 미 FDA 백신 책임자 사퇴에 바이오 섹터 주가 하락. 3. 원달러 환율 1474원. 한국 경제에 위기의 그림자가 느껴진다. 4. 화웨이 미국의 제재에도 지속적인 성장 작년 전체 매출 22 성장 자동차는 6배 성장. 5. 미국 제조업 중국보다 경쟁력 뒤쳐져. 전기차EV 인공지능Ai 반도체 우주 등 미래 핵심 산업에서 중국에 크게 뒤쳐진 것으로 나타나.조선업 생산 능력에서는 500배 차이. 중국 신문 발표가 아니라 일본 닛케이 보도. 6. 남중국해 심해 유전 발견 하루 413배럴 생산 가능성 중국 에너지 자립에 청신호. 7. 김수현 인터뷰 요약 김새론이 성인이 된 후 1년간 교제 평범한 연인 가세연과 김새론 부모 측에 120억 손해배상 청구 8. 장제원 전 의원 숨진 채 발견 성폭행 혐의로 고소 당한 상황. ? 이건 생각도 못했는데...요새 진짜 내가 모르는 중요한 뭔가가 있나?,2025-04-01T07:42:13+09:00
